state,state_code,sector_name,age_band,gender_name,n_unweighted,adult_pop,upi_capable_rate,upi_capable_pop,unreliable,gap_pop
Rajasthan,08,Rural,15-24,Transgender,1.0,8262.63,1.0,8262.63,True,0.0
Mizoram,15,Rural,45-59,Transgender,1.0,903.79,1.0,903.79,True,0.0
Meghalaya,17,Urban,25-34,Female,57.0,57190.84999999999,1.0,57190.84999999999,False,0.0
Nagaland,13,Rural,25-34,Transgender,1.0,1678.25,1.0,1678.25,True,0.0
Puducherry,34,Rural,25-34,Male,6.0,18042.57,1.0,18042.57,True,0.0
Puducherry,34,Rural,25-34,Transgender,1.0,5212.13,1.0,5212.13,True,0.0
Mizoram,15,Urban,45-59,Transgender,1.0,570.0,1.0,570.0,True,0.0
Mizoram,15,Urban,35-44,Transgender,1.0,466.67,1.0,466.67,True,0.0
Mizoram,15,Rural,15-24,Transgender,1.0,903.79,1.0,903.79,True,0.0
Lakshadweep,31,Urban,25-34,Female,7.0,2026.87,1.0,2026.87,True,0.0
Lakshadweep,31,Rural,15-24,Male,3.0,677.25,1.0,677.25,True,0.0
Sikkim,11,Rural,15-24,Transgender,1.0,910.0,1.0,910.0,True,0.0
Punjab,03,Urban,25-34,Transgender,1.0,5058.19,1.0,5058.19,True,0.0
Madhya Pradesh,23,Urban,45-59,Transgender,1.0,3760.5,1.0,3760.5,True,0.0
Tripura,16,Rural,45-59,Transgender,1.0,2053.33,1.0,2053.33,True,0.0
Goa,30,Urban,15-24,Male,6.0,33794.81,1.0,33794.81,True,0.0
Haryana,06,Urban,25-34,Transgender,1.0,15159.75,1.0,15159.75,True,0.0
Ladakh,37,Urban,15-24,Female,6.0,1256.5,1.0,1256.5,True,0.0
Lakshadweep,31,Urban,25-34,Male,10.0,3341.19,1.0,3341.19,True,0.0
Ladakh,37,Urban,25-34,Male,12.0,2912.0,1.0,2912.0,True,0.0
Ladakh,37,Urban,25-34,Female,8.0,1648.5,1.0,1648.5,True,0.0
Tamil Nadu,33,Urban,25-34,Transgender,1.0,14907.38,1.0,14907.38,True,0.0
Telangana,36,Rural,15-24,Transgender,1.0,16607.25,1.0,16607.25,True,0.0
Kerala,32,Rural,45-59,Transgender,1.0,10967.06,1.0,10967.06,True,0.0
Kerala,32,Rural,25-34,Male,48.0,584958.18,1.0,584958.18,False,0.0
Tamil Nadu,33,Rural,35-44,Transgender,1.0,15695.0,1.0,15695.0,True,0.0
Ladakh,37,Rural,25-34,Male,12.0,19344.979999999996,1.0,19344.979999999996,True,0.0
Goa,30,Urban,25-34,Male,7.0,35216.69,1.0,35216.69,True,0.0
Gujarat,24,Rural,35-44,Transgender,1.0,13705.88,1.0,13705.88,True,0.0
Jammu & Kashmir,01,Rural,15-24,Transgender,1.0,8393.38,1.0,8393.38,True,0.0
Karnataka,29,Rural,35-44,Transgender,1.0,8275.88,1.0,8275.88,True,0.0
Telangana,36,Urban,35-44,Transgender,1.0,1714.31,1.0,1714.31,True,0.0
Chhattisgarh,22,Urban,25-34,Transgender,1.0,693.0,1.0,693.0,True,0.0
Chandigarh,04,Urban,60+,Male,2.0,11458.5,1.0,11458.5,True,0.0
Chandigarh,04,Urban,45-59,Male,12.0,74764.23999999999,1.0,74764.23999999999,True,0.0
Uttar Pradesh,09,Rural,45-59,Transgender,1.0,13282.31,1.0,13282.31,True,0.0
Chandigarh,04,Urban,35-44,Male,12.0,76621.92,1.0,76621.92,True,0.0
D&N Haveli & Daman & Diu,25,Urban,25-34,Male,21.0,91129.5,1.0,91129.5,True,0.0
Assam,18,Urban,15-24,Transgender,1.0,1359.13,1.0,1359.13,True,0.0
Andaman & N. Islands,35,Rural,25-34,Male,12.0,18839.81,1.0,18839.81,True,0.0
Andhra Pradesh,28,Urban,25-34,Transgender,1.0,5407.5,1.0,5407.5,True,0.0
